ax,ay,az,gx,gy,gz
9312,-9200,204,-5588,-4213,-2379
436,-12300,-1620,-2157,13193,4825
1768,-29860,8028,9468,-4807,11125
8652,-12792,-7956,-13373,-2925,-15220
7484,860,-7660,-27208,23874,24272
-8108,-28160,712,-9404,30096,9106
464,-28108,-6208,-10162,-32768,-32768
1844,10096,2084,27661,23146,-32768
15276,5984,-9668,15083,3859,-114
7780,564,-1804,32767,18904,5137
-1128,-22444,-2724,32767,-14503,32767
10780,-26668,-7184,10175,-20666,-21059
9032,-12064,-3192,-32768,-21649,-21546
2440,-5664,-4872,-32768,-4,20320
10496,-14376,-9648,-16850,30559,19899
4064,-9320,15028,5960,-14845,32767
14980,-32768,3732,21949,-18651,24340
10400,-12848,-1040,-22432,-26888,-15464
2532,-11524,-8100,-18044,15253,-14111
8880,-11472,3772,6230,-4859,8105
