ax,ay,az,gx,gy,gz
2860,-16872,12308,1934,-2006,3274
-5692,2936,-5088,-9061,-13893,5673
-4420,-28264,-36,-8252,29544,680
-8956,-22984,-29404,5257,-10975,1907
18364,-19692,10132,29893,24118,-13186
4332,292,7812,18026,-18585,-4615
-14068,-21844,5580,-3390,19879,-2028
-4244,-15612,-9972,10969,7653,-15002
5480,-26476,7912,19289,6148,5625
6468,-2180,-168,17286,-2767,-11745
12904,-4736,20880,6162,5894,-4160
12456,-8552,4128,-5669,1093,4658
8924,-8548,14248,-24325,-1223,14929
-1508,-22468,-1592,-11557,2339,6392
-804,-21504,-10184,8272,-15917,12006
-11532,-32768,4816,-2043,1977,-7859
-5224,-14864,-3620,-7684,18686,-2250
2648,2800,9908,-10548,7550,-5274
-4168,-26068,-4324,12796,-16683,8960
-6476,-32768,7792,2167,7303,-826
-1232,-12328,912,1445,8589,-1611
-2684,-5860,820,4273,4939,-3947
6644,-5496,7060,1641,-7305,5637
-2724,-7452,2512,-11553,-14613,13448
600,-2436,5316,-8612,1378,5541
-8536,-20668,-4888,-5878,3336,-1992
-9552,-13596,-2384,-7534,-19618,-32768
20140,-32768,-3204,13921,26580,1234
7360,-9964,-2064,2372,-12567,-8546
10400,-548,16096,1714,3401,-5491
14588,-30020,-9208,19069,14749,-13392
7612,744,7420,21791,-2431,-10456
15464,-10804,9260,7391,6050,-1144
9916,-3948,15048,-7769,-11805,2111
10704,-10560,13264,-13895,13276,5816
7116,-10116,7580,-15374,-5920,13465
496,-18008,-1572,-14695,6996,10114
-7244,-23192,-8524,8693,-13976,15080
-6528,-26584,3760,6363,7547,-8177
-6160,-11256,1036,-7731,30798,-12096
496,-904,5028,399,-7674,4602
-680,-23492,8416,324,-2906,208
-576,-17888,3388,19468,12355,-12516
-5520,-12596,-2540,-3676,-14932,11014
3640,1712,12576,-824,15094,-13888
-976,-19460,3516,-5503,-11219,3417
184,-10712,-1508,-5182,5165,997
540,-10812,2880,36,-3459,8826
-14668,6052,-9864,-13310,7346,9594
-12836,-29412,-4104,-10070,-7034,-2007
-14640,-14228,-5452,15926,13005,-17855
5824,-21356,-2208,14551,-6546,-14766
7688,-2556,6800,11865,-2448,-3944
11488,-13684,11604,3363,4702,-6415
-20640,-32768,-4656,-13727,10126,-4245
-3240,-15108,-3684,21321,10557,-11084
3736,-17084,20428,10459,9469,-12775
11232,-10012,168,338,-10333,-10096
14760,-7096,11552,1965,-2667,-4931
13720,-7696,4688,-7343,19431,1760
10888,-4508,17088,-10594,-5819,6935
4576,-9412,224,-18914,2122,14961
4624,-9532,-556,-22150,-5570,7707
-6472,-19076,-9132,24996,-15585,5369
-4812,-23296,56,-1960,-14861,-441
-1180,-10808,-4692,-3138,19000,-3728
-3540,-31568,4004,-16213,2505,9755
-5168,-31204,-12648,-6568,-7532,4413
-6488,-23948,-7100,13795,-16840,-16177
-1616,-14332,4908,-3986,-988,7047
-2716,-9948,3472,-7076,10981,-5682
-592,-9908,3084,6091,19295,-4181
1672,-18312,13192,-3148,-8714,2131
1648,-14424,3232,-1666,-9524,3866
2804,-5896,6292,-2938,-14617,10705
-10120,-2140,-10212,-3516,8340,351
-8152,-26588,6688,-12817,-4091,-7617
-8772,-21820,-26316,-1813,-8271,-22178
1020,-368,2552,-10890,-12155,16914
-14720,-18172,-1628,-1060,21100,-3657
-11260,-19604,-6536,3270,-6561,-16049
80,-19948,1212,15398,-3244,-20913
12768,1220,13452,8067,-2692,-11545
11444,-9408,5996,-2110,-1135,-1241
14940,-8392,14284,-1958,5368,-233
13616,-11064,6440,-12388,742,10333
6980,-5236,10292,-17415,-2375,12025
10248,-9052,-9756,-26433,42,10892
-8836,-15512,-12416,3970,-3777,7041
-15392,-32768,-532,14364,5036,-17403
8224,-7912,14440,-11828,5927,6296
2424,-14952,1812,-15976,-13500,11109
-2664,-17772,852,-9968,3177,12058
-15156,-32768,-1864,17827,-7537,7177
-6608,-17608,10272,-566,-26100,-3795
-6620,-7196,-2604,-7223,26153,-9192
2452,-3664,10820,3103,16343,732
11940,-14720,9796,-59,-21042,9930
696,-15036,5804,4770,14256,-1217
444,-3032,-3744,-8792,-1849,11195
-10732,-20212,-5980,-17277,-7377,4268
-3968,-16764,-5612,-1749,-1581,-5022
4516,-7888,6688,81,-9708,4950
-4724,288,-8196,-9506,-18101,6823
-1736,-32560,-5116,-19450,9069,3021
-9196,-11696,-24716,13006,11864,-21287
3424,-13836,5032,11813,-18431,-4491
12216,-5720,11044,11992,6005,-12632
11500,-6484,16552,-19,2478,347
9852,-8332,14696,-13895,8707,5591
4032,-14292,3852,-19031,-1787,9653
